surface,router,name,proposedPermission,kind,procedure,authority,module,level,roles,branch,sensitivity,sensitivityWhy,flags,loc
"trpc","productStudioRouter","previewCampaignBacklog","productstudio.product_studio.view","query","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","LOW","قراءة","","server/routers/productStudioRouter.ts:96"
"trpc","productStudioRouter","productImages","productstudio.product_studio.product_images","query","productStudioReadProcedure","module-map","productStudio","READ","","scoped","LOW","قراءة","","server/routers/productStudioRouter.ts:40"
"trpc","productStudioRouter","products","productstudio.product_studio.products","query","productStudioReadProcedure","module-map","productStudio","READ","","scoped","LOW","قراءة","","server/routers/productStudioRouter.ts:30"
"trpc","productStudioRouter","reassign","productstudio.product_studio.reassign","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:151"
"trpc","productStudioRouter","reject","productstudio.product_studio.reject","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","HIGH","فعل حسّاس: reject","SENSITIVE_ACTION","server/routers/productStudioRouter.ts:232"
"trpc","productStudioRouter","resolveBarcode","productstudio.product_studio.resolve_barcode","query","productStudioReadProcedure","module-map","productStudio","READ","","scoped","LOW","قراءة","","server/routers/productStudioRouter.ts:39"
"trpc","productStudioRouter","revert","productstudio.product_studio.reverse","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:242"
"trpc","productStudioRouter","revokeTemporaryPhotographers","productstudio.product_studio.revoke","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","HIGH","فعل حسّاس: revoke","SENSITIVE_ACTION","server/routers/productStudioRouter.ts:110"
"trpc","productStudioRouter","saveDraft","productstudio.product_studio.update","mutation","productStudioWriteProcedure","module-map","productStudio","FULL","","scoped","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:191"
"trpc","productStudioRouter","sendDueNotifications","productstudio.product_studio.send","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","HIGH","فعل حسّاس: send","SENSITIVE_ACTION","server/routers/productStudioRouter.ts:114"
"trpc","productStudioRouter","sourcePreview","productstudio.product_studio.source_preview","query","productStudioReadProcedure","module-map","productStudio","READ","","scoped","LOW","قراءة","","server/routers/productStudioRouter.ts:120"
"trpc","productStudioRouter","submitCandidate","productstudio.product_studio.submit_candidate","mutation","productStudioWriteProcedure","module-map","productStudio","FULL","","scoped","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:214"
"trpc","productStudioRouter","tasks","productstudio.product_studio.tasks","query","productStudioReadProcedure","module-map","productStudio","READ","","scoped","LOW","قراءة","","server/routers/productStudioRouter.ts:45"
"trpc","productStudioRouter","transitionCampaign","productstudio.product_studio.transition_campaign","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:87"
"trpc","productStudioRouter","updateCampaignAssignees","productstudio.product_studio.update","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:107"
"trpc","productStudioRouter","updateSchedule","productstudio.product_studio.update","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:181"
"trpc","promotionRouter","approvePromotion","hr.promotion.approve","mutation","hrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: approve","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/promotionRouter.ts:150"
"trpc","promotionRouter","completeTermination","hr.promotion.complete_termination","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/promotionRouter.ts:216"
"trpc","promotionRouter","createPromotion","hr.promotion.create","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/promotionRouter.ts:109"
"trpc","promotionRouter","createTermination","hr.promotion.create","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/promotionRouter.ts:167"
"trpc","promotionRouter","listPromotions","hr.promotion.list","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/promotionRouter.ts:105"
"trpc","promotionRouter","listTerminations","hr.promotion.list","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/promotionRouter.ts:163"
"trpc","promotionRouter","reissueTerminationPayment","hr.promotion.reissue_termination_payment","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/promotionRouter.ts:271"
"trpc","promotionRouter","report","hr.promotion.view","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/promotionRouter.ts:67"
"trpc","promotionRouter","reverseTerminationPayment","hr.promotion.reverse","mutation","hrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: reverse","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/promotionRouter.ts:241"
"trpc","promotionRouter","reverseTerminationRecognition","hr.promotion.reverse","mutation","hrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: reverse","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/promotionRouter.ts:298"
"trpc","promotionsV2Router","activeToday","marketing.promotions_v2.active_today","query","campaignsReadProcedure","module-map","campaigns","READ","","scoped","LOW","قراءة","","server/routers/promotionsV2Router.ts:263"
"trpc","promotionsV2Router","create","marketing.promotions_v2.create","mutation","campaignsManagerProcedure","module-gate","campaigns","FULL","manager","required","MEDIUM","كتابة","","server/routers/promotionsV2Router.ts:83"
"trpc","promotionsV2Router","deactivate","marketing.promotions_v2.revoke","mutation","campaignsManagerProcedure","module-gate","campaigns","FULL","manager","required","MEDIUM","كتابة","","server/routers/promotionsV2Router.ts:152"
"trpc","promotionsV2Router","getById","marketing.promotions_v2.view","query","campaignsReadProcedure","module-map","campaigns","READ","","scoped","LOW","قراءة","","server/routers/promotionsV2Router.ts:71"
"trpc","promotionsV2Router","list","marketing.promotions_v2.list","query","campaignsReadProcedure","module-map","campaigns","READ","","scoped","LOW","قراءة","","server/routers/promotionsV2Router.ts:36"
"trpc","promotionsV2Router","performance","marketing.promotions_v2.performance","query","campaignsReadProcedure","module-map","campaigns","READ","","scoped","LOW","قراءة","","server/routers/promotionsV2Router.ts:59"
"trpc","promotionsV2Router","reactivate","marketing.promotions_v2.reactivate","mutation","campaignsManagerProcedure","module-gate","campaigns","FULL","manager","required","MEDIUM","كتابة","","server/routers/promotionsV2Router.ts:170"
"trpc","promotionsV2Router","update","marketing.promotions_v2.update","mutation","campaignsManagerProcedure","module-gate","campaigns","FULL","manager","required","MEDIUM","كتابة","","server/routers/promotionsV2Router.ts:193"
"trpc","purchaseReturns","create","purchasing.purchase_return.create","mutation","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","MEDIUM","كتابة","","server/routers/purchaseReturns.ts:28"
"trpc","purchaseReturns","eligibleOrders","purchasing.purchase_return.eligible_orders","query","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","LOW","قراءة","","server/routers/purchaseReturns.ts:120"
"trpc","purchaseReturns","get","purchasing.purchase_return.view","query","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","LOW","قراءة","","server/routers/purchaseReturns.ts:136"
"trpc","purchaseReturns","list","purchasing.purchase_return.list","query","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","LOW","قراءة","","server/routers/purchaseReturns.ts:92"
"trpc","purchaseReturns","resolveOrder","purchasing.purchase_return.resolve_order","query","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","LOW","قراءة","","server/routers/purchaseReturns.ts:128"
"trpc","purchaseRouter","cancel","purchasing.purchase.void","mutation","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","HIGH","فعل حسّاس: cancel","SENSITIVE_ACTION","server/routers/purchaseRouter.ts:576"
"trpc","purchaseRouter","confirmOrder","purchasing.purchase.approve","mutation","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","MEDIUM","كتابة","","server/routers/purchaseRouter.ts:359"
"trpc","purchaseRouter","createOrder","purchasing.purchase.create","mutation","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","MEDIUM","كتابة","","server/routers/purchaseRouter.ts:225"
"trpc","purchaseRouter","get","purchasing.purchase.view","query","purchasesReadProcedure","module-map","purchases","READ","","scoped","LOW","قراءة","","server/routers/purchaseRouter.ts:758"
"trpc","purchaseRouter","integrityReport","purchasing.purchase.integrity_report","query","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","LOW","قراءة","","server/routers/purchaseRouter.ts:604"
"trpc","purchaseRouter","list","purchasing.purchase.list","query","purchasesReadProcedure","module-map","purchases","READ","","scoped","LOW","قراءة","","server/routers/purchaseRouter.ts:648"
"trpc","purchaseRouter","listCount","purchasing.purchase.list","query","purchasesReadProcedure","module-map","purchases","READ","","scoped","LOW","قراءة","","server/routers/purchaseRouter.ts:728"
"trpc","purchaseRouter","pay","purchasing.purchase.pay","mutation","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","MEDIUM","كتابة","","server/routers/purchaseRouter.ts:491"
"trpc","purchaseRouter","priceInsights","purchasing.purchase.price_insights","query","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","LOW","قراءة","","server/routers/purchaseRouter.ts:115"
"trpc","purchaseRouter","receive","purchasing.purchase.receive","mutation","purchasesWarehouseProcedure","module-gate","purchases","FULL","warehouse|manager|purchasing","required","MEDIUM","كتابة","","server/routers/purchaseRouter.ts:382"
"trpc","purchaseRouter","settleUsdDirect","purchasing.purchase.update","mutation","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","HIGH","فعل حسّاس: settle","SENSITIVE_ACTION","server/routers/purchaseRouter.ts:520"
"trpc","purchaseRouter","updateOrder","purchasing.purchase.update","mutation","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","MEDIUM","كتابة","","server/routers/purchaseRouter.ts:295"
"trpc","pushRouter","myStatus","admin.push.my_status","query","managerProcedure","raw-role","","","manager","none","LOW","قراءة","RAW_ROLE_GATE","server/routers/pushRouter.ts:27"
"trpc","pushRouter","publicKey","admin.push.public_key","query","managerProcedure","raw-role","","","manager","none","LOW","قراءة","RAW_ROLE_GATE","server/routers/pushRouter.ts:21"
"trpc","pushRouter","subscribe","admin.push.subscribe","mutation","managerProcedure","raw-role","","","manager","none","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/pushRouter.ts:41"
"trpc","pushRouter","unsubscribe","admin.push.unsubscribe","mutation","managerProcedure","raw-role","","","manager","none","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/pushRouter.ts:62"
"trpc","quotationRouter","convert","sales.quotation.convert","mutation","salesManagerProcedure","module-gate","sales","FULL","manager","required","MEDIUM","كتابة","","server/routers/quotationRouter.ts:228"
"trpc","quotationRouter","create","sales.quotation.create","mutation","salesManagerProcedure","module-gate","sales","FULL","manager","required","MEDIUM","كتابة","","server/routers/quotationRouter.ts:117"
"trpc","quotationRouter","get","sales.quotation.view","query","salesReadProcedure","module-map","sales","READ","","scoped","LOW","قراءة","","server/routers/quotationRouter.ts:104"
"trpc","quotationRouter","list","sales.quotation.list","query","salesReadProcedure","module-map","sales","READ","","scoped","LOW","قراءة","","server/routers/quotationRouter.ts:35"
"trpc","quotationRouter","setStatus","sales.quotation.update","mutation","salesManagerProcedure","module-gate","sales","FULL","manager","required","MEDIUM","كتابة","","server/routers/quotationRouter.ts:212"
